Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,EMA_20
2022-12-14,1193.9669189453125,1204.6717371538757,1191.9126515922892,1204.0782660411908,7268947,1205.1065673828123,1164.6055053710936,49.2199517267827,1201.4353040663393
2022-12-15,1177.0079345703125,1193.738505954403,1173.6527401257097,1188.0323691325584,8688551,1204.6340820312498,1166.5122875976563,43.215507795429886,1199.1088879238605
2022-12-16,1171.1876220703125,1195.4733287956508,1167.7867851451592,1173.6527911334736,15837349,1203.9025390624997,1167.9036865234377,41.351063384884064,1196.4497197473322
2022-12-19,1186.5716552734375,1188.7172073020977,1171.6898388274747,1178.2177795852808,7729933,1205.007257080078,1169.521511230469,47.76572798879657,1195.5089517021995
2022-12-20,1196.8428955078125,1198.76011514875,1171.3703661582176,1179.5416726679264,7467588,1206.302569580078,1171.2511767578126,51.57401471721914,1195.6359939694007
2022-12-21,1179.8155517578125,1201.9555872542346,1175.9809916475376,1196.477661489117,8527550,1206.929113769531,1172.8826977539063,45.63419593015026,1194.1292851873445
2022-12-22,1176.7569580078125,1189.013856887232,1171.7126347696108,1185.9781586267084,7451122,1206.8994384765624,1174.89037109375,44.63965499876559,1192.4747778369128
2022-12-23,1142.245849609375,1182.554553491853,1137.703712598857,1170.137785137051,10257115,1204.2654541015625,1176.049416503906,35.29323111478007,1187.6910703866713
2022-12-26,1152.22021484375,1160.414342154975,1137.7721216907048,1147.9748739735228,5990242,1200.0770935058595,1177.3390185546873,39.25206437633992,1184.3128936682979
2022-12-27,1161.6468505859375,1163.518427683626,1148.2030104259682,1154.9363410889032,5763271,1196.2539306640626,1178.9276269531251,42.81305272404094,1182.1542228985493
2022-12-28,1161.5328369140625,1163.9750640999512,1151.0562304776126,1158.5884232916014,7459393,1191.9879699707033,1180.1665600585936,42.78038877827421,1180.1902813762172
2022-12-29,1161.0079345703125,1163.5642678265237,1152.8822699122077,1153.567025752554,6930648,1187.8795104980468,1181.00697265625,42.61917441012551,1178.3633912042264
2022-12-30,1162.7880859375,1176.3916749175478,1160.0035413220228,1161.829476176333,7289476,1183.8863037109375,1181.4935961914061,43.39820113354336,1176.8800287978715
2023-01-02,1175.8896484375,1177.3048023328713,1163.244668797144,1164.066351583663,5316175,1181.4543151855469,1182.1810791015623,48.89717111993901,1176.7857068587887
2023-01-03,1167.28466796875,1174.565828259546,1163.0621480210023,1170.9366586985077,7658932,1178.4151916503909,1182.961232910156,45.753162601202675,1175.8808460121184
2023-01-04,1149.7095947265625,1169.1107276232437,1147.6325061253483,1167.2618507099899,9264891,1175.4034606933596,1183.314562988281,40.08418231710301,1173.3883458896844
2023-01-05,1147.6551513671875,1157.8579027119602,1143.0673726609064,1151.969076089896,13637099,1172.3175415039066,1183.9764794921875,39.46855655823085,1170.9375654589705
2023-01-06,1158.0863037109375,1163.1306272948216,1149.5955006159752,1153.4072395784428,6349597,1170.6695861816409,1184.759372558594,44.158061915986195,1169.7136357686818
2023-01-09,1185.4302978515625,1187.8041821914996,1161.0306065888913,1161.9207528429104,10722753,1170.2975341796875,1185.4043994140627,54.179313120891365,1171.2104607289561
2023-01-10,1167.9010009765625,1189.6302560157692,1162.240505708343,1189.6302560157692,8047142,1168.7773986816408,1185.4847412109377,48.20680141262479,1170.895274085871
2023-01-11,1153.178955078125,1167.7183330231771,1150.873534164056,1165.207642347734,11509553,1166.7380004882814,1185.4509594726565,43.83616735357881,1169.208005608943
2023-01-12,1128.2769775390625,1156.077627831873,1125.2641003718309,1152.5855061360771,17688773,1164.3014526367188,1184.7748876953126,37.622670270733536,1165.3098124594305
2023-01-13,1126.4510498046875,1128.870455871767,1111.3866638722207,1122.2512303793665,20618583,1162.0646240234373,1183.9755639648438,37.206229146204095,1161.6089779208835
2023-01-16,1115.7232666015625,1131.9516507675492,1107.9170998757675,1128.7790258124799,13623855,1158.5222045898436,1182.6183959960938,34.77103967625225,1157.2389101761862
2023-01-17,1131.5638427734375,1133.481062404078,1118.6906511572718,1122.0686670526488,10751000,1155.2582519531252,1181.4515893554687,40.92002007981146,1154.793665661639
2023-01-18,1129.692138671875,1137.178689301756,1123.1414974309203,1129.1444306357287,13448286,1152.7520812988284,1180.271086425781,40.43498754892744,1152.4030440435663
2023-01-19,1128.482421875,1132.6364779441453,1121.4522950704254,1128.8703817084495,11940054,1150.3383544921878,1179.353984375,40.10411920778577,1150.124889551322
2023-01-20,1115.0615234375,1129.8291140692525,1112.596474928504,1129.8291140692525,14930286,1148.9791381835937,1177.6270556640625,36.53253966167272,1146.7855213500056
2023-01-23,1109.4237060546875,1125.811961602633,1107.004299933337,1117.960272105855,10954118,1146.8393127441404,1175.9037817382814,35.117686592804716,1143.227253226642
2023-01-24,1102.873046875,1115.51790607312,1089.8171651533376,1113.851719292168,16488755,1143.9006225585938,1174.156767578125,33.49451706680675,1139.3839954788664
2023-01-25,1087.6258544921875,1102.3022790893294,1086.4618542855478,1101.275205877952,12385018,1140.2052734375004,1172.2413037109375,30.01681660712727,1134.4546487182304
2023-01-27,1066.992431640625,1089.817223588686,1055.260418546103,1088.4706538388855,25830975,1135.5044982910158,1169.8519995117185,26.07174702459142,1128.0296756632204
2023-01-30,1077.218017578125,1082.764407064242,1050.3987961919847,1064.4132886312711,21772103,1131.2259948730468,1167.6799902343748,30.91748350777626,1123.1904701313065
2023-01-31,1074.524658203125,1089.954304973748,1068.6586514749204,1087.37502974843,22691594,1126.1577453613284,1165.8809375,30.353139710367806,1118.555630900051
